id,timestamp,user_id,request_text,true_category,true_scenario,token_count,response_time_sec,satisfaction_score
633d8519,2024-02-11T20:12:00,user_016,"Напиши деловое письмо партнёру о переносе сроков проекта 

Контекст: Работаю над проектом в сфере IT, команда из 10 человек. Срочность: средняя. Дополнительные требования: стиль — деловой, объём — подробно.

Напиши деловое письмо партнёру о переносе сроков проекта Напиши деловое письмо партнёру о переносе сроков проекта Напиши деловое письмо партнёру о переносе сроков проекта Напиши деловое письмо партнёру о переносе сроков проекта Напиши деловое письмо партнёру о переносе сроков проекта Напиши деловое письмо партнёру о переносе сроков проекта",Генерация текста,Написание деловых писем,65823,4.06,1
16eb3002,2024-02-12T09:40:00,user_040,"Напиши инструкцию для клиента по настройке интеграции 

Контекст: Работаю над проектом в сфере IT, команда из 10 человек. Срочность: средняя. Дополнительные требования: стиль — деловой, объём — подробно.

Напиши инструкцию для клиента по настройке интеграции Напиши инструкцию для клиента по настройке интеграции Напиши инструкцию для клиента по настройке интеграции Напиши инструкцию для клиента по настройке интеграции Напиши инструкцию для клиента по настройке интеграции Напиши инструкцию для клиента по настройке интеграции Напиши инструкцию для клиента по настройке интеграции",Работа с клиентами,Поддержка клиентов,127344,43.45,5
b13ed2c1,2024-02-12T10:13:00,user_006,"Как организовать code review в команде из 15 человек? 

Контекст: Работаю над проектом в сфере IT, команда из 10 человек. Срочность: высокая. Дополнительные требования: стиль — деловой, объём — кратко.

Как организовать code review в команде из 15 человек? Как организовать code review в команде из 15 человек? Как организовать code review в команде из 15 человек? Как организовать code review в команде из 15 человек? Как организовать code review в команде из 15 человек? Как организовать code review в команде из 15 человек?",Обучение и онбординг,Стратегические вопросы,86394,23.99,5
7e673ce2,2024-02-12T20:29:00,user_001,"Построй scatter plot для анализа зависимости LTV от CAC 

Контекст: Работаю над проектом в сфере IT, команда из 10 человек. Срочность: средняя. Дополнительные требования: стиль — деловой, объём — кратко.

Построй scatter plot для анализа зависимости LTV от CAC Построй scatter plot для анализа зависимости LTV от CAC Построй scatter plot для анализа зависимости LTV от CAC Построй scatter plot для анализа зависимости LTV от CAC Построй scatter plot для анализа зависимости LTV от CAC",Анализ данных,Визуализация данных,64740,34.07,
189fda96,2024-02-12T21:23:00,user_007,"Объясни архитектуру нашего проекта новому разработчику 

Контекст: Работаю над проектом в сфере IT, команда из 10 человек. Срочность: высокая. Дополнительные требования: стиль — деловой, объём — кратко.

Объясни архитектуру нашего проекта новому разработчику Объясни архитектуру нашего проекта новому разработчику Объясни архитектуру нашего проекта новому разработчику Объясни архитектуру нашего проекта новому разработчику Объясни архитектуру нашего проекта новому разработчику Объясни архитектуру нашего проекта новому разработчику",Обучение и онбординг,Обучение сотрудников,69694,24.77,5
80a32283,2024-02-12T22:37:00,user_003,"Составь техническое задание на разработку мобильного приложения 

Контекст: Работаю над проектом в сфере IT, команда из 10 человек. Срочность: средняя. Дополнительные требования: стиль — деловой, объём — кратко.

Составь техническое задание на разработку мобильного приложения Составь техническое задание на разработку мобильного приложения Составь техническое задание на разработку мобильного приложения Составь техническое задание на разработку мобильного приложения Составь техническое задание на разработку мобильного приложения Составь техническое задание на разработку мобильного приложения Составь техническое задание на разработку мобильного приложения Составь техническое задание на разработку мобильного приложения",Обучение и онбординг,Стратегические вопросы,138855,16.97,1
a8cc0faa,2024-02-13T04:03:00,user_050,"Составь описание продукта для маркетплейса 

Контекст: Работаю над проектом в сфере IT, команда из 10 человек. Срочность: средняя. Дополнительные требования: стиль — деловой, объём — кратко.

Составь описание продукта для маркетплейса Составь описание продукта для маркетплейса Составь описание продукта для маркетплейса Составь описание продукта для маркетплейса Составь описание продукта для маркетплейса Составь описание продукта для маркетплейса Составь описание продукта для маркетплейса",Генерация текста,Создание маркетинговых текстов,122276,38.8,1
cbe95542,2024-02-13T07:04:00,user_032,"Создай задачу в Jira для исправления бага в платёжной системе 

Контекст: Работаю над проектом в сфере IT, команда из 10 человек. Срочность: высокая. Дополнительные требования: стиль — деловой, объём — подробно.

Создай задачу в Jira для исправления бага в платёжной системе Создай задачу в Jira для исправления бага в платёжной системе Создай задачу в Jira для исправления бага в платёжной системе Создай задачу в Jira для исправления бага в платёжной системе Создай задачу в Jira для исправления бага в платёжной системе Создай задачу в Jira для исправления бага в платёжной системе Создай задачу в Jira для исправления бага в платёжной системе Создай задачу в Jira для исправления бага в платёжной системе",Работа с документами,Работа с Jira/Confluence,139850,13.58,1
36a8b65b,2024-02-13T18:24:00,user_017,"Создай компонент React для отображения графиков 

Контекст: Работаю над проектом в сфере IT, команда из 10 человек. Срочность: средняя. Дополнительные требования: стиль — деловой, объём — подробно.

Создай компонент React для отображения графиков Создай компонент React для отображения графиков Создай компонент React для отображения графиков Создай компонент React для отображения графиков Создай компонент React для отображения графиков",Написание кода,Разработка веб-приложений,65135,10.22,4
0a090132,2024-02-14T03:19:00,user_008,"Создай скрипт для автоматической генерации документов по шаблону 

Контекст: Работаю над проектом в сфере IT, команда из 10 человек. Срочность: средняя. Дополнительные требования: стиль — деловой, объём — кратко.

Создай скрипт для автоматической генерации документов по шаблону Создай скрипт для автоматической генерации документов по шаблону Создай скрипт для автоматической генерации документов по шаблону Создай скрипт для автоматической генерации документов по шаблону Создай скрипт для автоматической генерации документов по шаблону Создай скрипт для автоматической генерации документов по шаблону Создай скрипт для автоматической генерации документов по шаблону Создай скрипт для автоматической генерации документов по шаблону",Написание кода,Автоматизация рутины,124824,44.98,2
b42cdac9,2024-02-14T15:35:00,user_016,"Напиши описание для bug report в Jira 

Контекст: Работаю над проектом в сфере IT, команда из 10 человек. Срочность: средняя. Дополнительные требования: стиль — деловой, объём — подробно.

Напиши описание для bug report в Jira Напиши описание для bug report в Jira Напиши описание для bug report в Jira Напиши описание для bug report в Jira",Работа с документами,Работа с Jira/Confluence,105983,33.57,5
b452a223,2024-02-14T21:48:00,user_006,"Напиши инструкцию для клиента по настройке интеграции 

Контекст: Работаю над проектом в сфере IT, команда из 10 человек. Срочность: средняя. Дополнительные требования: стиль — деловой, объём — подробно.

Напиши инструкцию для клиента по настройке интеграции Напиши инструкцию для клиента по настройке интеграции Напиши инструкцию для клиента по настройке интеграции Напиши инструкцию для клиента по настройке интеграции Напиши инструкцию для клиента по настройке интеграции Напиши инструкцию для клиента по настройке интеграции",Работа с клиентами,Поддержка клиентов,140512,27.16,3
3ceb9edd,2024-02-15T07:16:00,user_014,"Напиши Docker Compose конфигурацию для микросервисов 

Контекст: Работаю над проектом в сфере IT, команда из 10 человек. Срочность: средняя. Дополнительные требования: стиль — деловой, объём — кратко.

Напиши Docker Compose конфигурацию для микросервисов Напиши Docker Compose конфигурацию для микросервисов Напиши Docker Compose конфигурацию для микросервисов Напиши Docker Compose конфигурацию для микросервисов",Написание кода,Разработка веб-приложений,143464,44.37,4
269ecdbb,2024-02-15T07:28:00,user_021,"Проведи когортный анализ пользователей нашего сервиса 

Контекст: Работаю над проектом в сфере IT, команда из 10 человек. Срочность: средняя. Дополнительные требования: стиль — деловой, объём — кратко.

Проведи когортный анализ пользователей нашего сервиса Проведи когортный анализ пользователей нашего сервиса Проведи когортный анализ пользователей нашего сервиса",Анализ данных,Сбор аналитики,112597,7.34,3
6dfd9d93,2024-02-15T19:32:00,user_018,"Напиши follow-up письмо после деловой встречи 

Контекст: Работаю над проектом в сфере IT, команда из 10 человек. Срочность: высокая. Дополнительные требования: стиль — деловой, объём — кратко.

Напиши follow-up письмо после деловой встречи Напиши follow-up письмо после деловой встречи Напиши follow-up письмо после деловой встречи",Работа с клиентами,Продажи и переговоры,92619,38.73,
a32568cb,2024-02-16T02:56:00,user_029,"Создай epic для нового функционала в Jira 

Контекст: Работаю над проектом в сфере IT, команда из 10 человек. Срочность: средняя. Дополнительные требования: стиль — деловой, объём — кратко.

Создай epic для нового функционала в Jira Создай epic для нового функционала в Jira Создай epic для нового функционала в Jira Создай epic для нового функционала в Jira Создай epic для нового функционала в Jira Создай epic для нового функционала в Jira",Работа с документами,Работа с Jira/Confluence,130438,25.03,5
2ce3d2d9,2024-02-16T19:16:00,user_033,"Напиши описание для bug report в Jira 

Контекст: Работаю над проектом в сфере IT, команда из 10 человек. Срочность: высокая. Дополнительные требования: стиль — деловой, объём — подробно.

Напиши описание для bug report в Jira Напиши описание для bug report в Jira Напиши описание для bug report в Jira",Работа с документами,Работа с Jira/Confluence,114522,4.77,
e26a3858,2024-02-17T05:00:00,user_045,"Построй диаграмму Санkey для анализа потока клиентов 

Контекст: Работаю над проектом в сфере IT, команда из 10 человек. Срочность: высокая. Дополнительные требования: стиль — деловой, объём — подробно.

Построй диаграмму Санkey для анализа потока клиентов Построй диаграмму Санkey для анализа потока клиентов Построй диаграмму Санkey для анализа потока клиентов Построй диаграмму Санkey для анализа потока клиентов Построй диаграмму Санkey для анализа потока клиентов Построй диаграмму Санkey для анализа потока клиентов Построй диаграмму Санkey для анализа потока клиентов",Анализ данных,Визуализация данных,83015,38.32,2
29c458bd,2024-02-17T14:15:00,user_014,"Сравни две версии документа и опиши различия 

Контекст: Работаю над проектом в сфере IT, команда из 10 человек. Срочность: средняя. Дополнительные требования: стиль — деловой, объём — подробно.

Сравни две версии документа и опиши различия Сравни две версии документа и опиши различия Сравни две версии документа и опиши различия",Работа с документами,Обработка документов,52205,25.4,1
fbe4fb74,2024-02-17T19:03:00,user_019,"Создай шаблон документации для нового микросервиса 

Контекст: Работаю над проектом в сфере IT, команда из 10 человек. Срочность: высокая. Дополнительные требования: стиль — деловой, объём — кратко.

Создай шаблон документации для нового микросервиса Создай шаблон документации для нового микросервиса Создай шаблон документации для нового микросервиса Создай шаблон документации для нового микросервиса Создай шаблон документации для нового микросервиса",Работа с документами,Работа с Jira/Confluence,78862,28.33,4
4957c1e5,2024-02-17T22:01:00,user_036,"Создай FAQ по часто задаваемым вопросам клиентов 

Контекст: Работаю над проектом в сфере IT, команда из 10 человек. Срочность: средняя. Дополнительные требования: стиль — деловой, объём — подробно.

Создай FAQ по часто задаваемым вопросам клиентов Создай FAQ по часто задаваемым вопросам клиентов Создай FAQ по часто задаваемым вопросам клиентов Создай FAQ по часто задаваемым вопросам клиентов Создай FAQ по часто задаваемым вопросам клиентов Создай FAQ по часто задаваемым вопросам клиентов Создай FAQ по часто задаваемым вопросам клиентов Создай FAQ по часто задаваемым вопросам клиентов",Работа с клиентами,Поддержка клиентов,67108,44.07,4
6fb66249,2024-02-18T03:21:00,user_016,"Оптимизируй алгоритм сортировки для больших объёмов данных 

Контекст: Работаю над проектом в сфере IT, команда из 10 человек. Срочность: высокая. Дополнительные требования: стиль — деловой, объём — подробно.

Оптимизируй алгоритм сортировки для больших объёмов данных Оптимизируй алгоритм сортировки для больших объёмов данных Оптимизируй алгоритм сортировки для больших объёмов данных Оптимизируй алгоритм сортировки для больших объёмов данных Оптимизируй алгоритм сортировки для больших объёмов данных Оптимизируй алгоритм сортировки для больших объёмов данных Оптимизируй алгоритм сортировки для больших объёмов данных",Написание кода,Анализ и оптимизация кода,63219,13.96,1
7e413d53,2024-02-18T11:44:00,user_004,"Составь сопроводительное письмо к коммерческому предложению 

Контекст: Работаю над проектом в сфере IT, команда из 10 человек. Срочность: высокая. Дополнительные требования: стиль — деловой, объём — подробно.

Составь сопроводительное письмо к коммерческому предложению Составь сопроводительное письмо к коммерческому предложению Составь сопроводительное письмо к коммерческому предложению Составь сопроводительное письмо к коммерческому предложению Составь сопроводительное письмо к коммерческому предложению",Генерация текста,Написание деловых писем,106231,23.17,1
d20af968,2024-02-20T08:46:00,user_039,"Составь ответ на жалобу клиента о задержке доставки 

Контекст: Работаю над проектом в сфере IT, команда из 10 человек. Срочность: высокая. Дополнительные требования: стиль — деловой, объём — кратко.

Составь ответ на жалобу клиента о задержке доставки Составь ответ на жалобу клиента о задержке доставки Составь ответ на жалобу клиента о задержке доставки Составь ответ на жалобу клиента о задержке доставки Составь ответ на жалобу клиента о задержке доставки Составь ответ на жалобу клиента о задержке доставки",Работа с клиентами,Поддержка клиентов,79468,40.77,5
65760b5d,2024-02-20T13:05:00,user_035,"Напиши скрипт на Python для автоматической обработки CSV-файлов 

Контекст: Работаю над проектом в сфере IT, команда из 10 человек. Срочность: высокая. Дополнительные требования: стиль — деловой, объём — подробно.

Напиши скрипт на Python для автоматической обработки CSV-файлов Напиши скрипт на Python для автоматической обработки CSV-файлов Напиши скрипт на Python для автоматической обработки CSV-файлов Напиши скрипт на Python для автоматической обработки CSV-файлов Напиши скрипт на Python для автоматической обработки CSV-файлов Напиши скрипт на Python для автоматической обработки CSV-файлов Напиши скрипт на Python для автоматической обработки CSV-файлов Напиши скрипт на Python для автоматической обработки CSV-файлов",Написание кода,Автоматизация рутины,142578,22.69,4
8e813b77,2024-02-20T23:23:00,user_039,"Составь резюме научной статьи для руководства 

Контекст: Работаю над проектом в сфере IT, команда из 10 человек. Срочность: средняя. Дополнительные требования: стиль — деловой, объём — кратко.

Составь резюме научной статьи для руководства Составь резюме научной статьи для руководства Составь резюме научной статьи для руководства Составь резюме научной статьи для руководства",Генерация текста,Генерация отчётов и резюме,141334,27.69,3
14c602cb,2024-02-21T20:45:00,user_003,"Найди все письма с вложениями и опиши их содержимое 

Контекст: Работаю над проектом в сфере IT, команда из 10 человек. Срочность: средняя. Дополнительные требования: стиль — деловой, объём — кратко.

Найди все письма с вложениями и опиши их содержимое Найди все письма с вложениями и опиши их содержимое Найди все письма с вложениями и опиши их содержимое Найди все письма с вложениями и опиши их содержимое Найди все письма с вложениями и опиши их содержимое Найди все письма с вложениями и опиши их содержимое Найди все письма с вложениями и опиши их содержимое Найди все письма с вложениями и опиши их содержимое",Работа с документами,Мониторинг почты,75838,33.95,3
f0afb87e,2024-02-21T21:42:00,user_006,"Создай epic для нового функционала в Jira 

Контекст: Работаю над проектом в сфере IT, команда из 10 человек. Срочность: средняя. Дополнительные требования: стиль — деловой, объём — подробно.

Создай epic для нового функционала в Jira Создай epic для нового функционала в Jira Создай epic для нового функционала в Jira Создай epic для нового функционала в Jira Создай epic для нового функционала в Jira Создай epic для нового функционала в Jira Создай epic для нового функционала в Jira Создай epic для нового функционала в Jira",Работа с документами,Работа с Jira/Confluence,97318,31.87,5
b65ea2fa,2024-02-22T09:52:00,user_029,"Составь отчёт об анализе рынка для инвесторов 

Контекст: Работаю над проектом в сфере IT, команда из 10 человек. Срочность: средняя. Дополнительные требования: стиль — деловой, объём — кратко.

Составь отчёт об анализе рынка для инвесторов Составь отчёт об анализе рынка для инвесторов Составь отчёт об анализе рынка для инвесторов Составь отчёт об анализе рынка для инвесторов",Генерация текста,Генерация отчётов и резюме,100732,13.11,1
128e1c10,2024-02-22T19:18:00,user_002,"Найди все письма с вложениями и опиши их содержимое 

Контекст: Работаю над проектом в сфере IT, команда из 10 человек. Срочность: высокая. Дополнительные требования: стиль — деловой, объём — подробно.

Найди все письма с вложениями и опиши их содержимое Найди все письма с вложениями и опиши их содержимое Найди все письма с вложениями и опиши их содержимое Найди все письма с вложениями и опиши их содержимое Найди все письма с вложениями и опиши их содержимое",Работа с документами,Мониторинг почты,94285,16.23,5
17fe9e60,2024-02-23T03:51:00,user_009,"Напиши продающий текст для лендинга нашего продукта 

Контекст: Работаю над проектом в сфере IT, команда из 10 человек. Срочность: средняя. Дополнительные требования: стиль — деловой, объём — кратко.

Напиши продающий текст для лендинга нашего продукта Напиши продающий текст для лендинга нашего продукта Напиши продающий текст для лендинга нашего продукта Напиши продающий текст для лендинга нашего продукта Напиши продающий текст для лендинга нашего продукта Напиши продающий текст для лендинга нашего продукта Напиши продающий текст для лендинга нашего продукта Напиши продающий текст для лендинга нашего продукта",Генерация текста,Создание маркетинговых текстов,133764,33.36,5
adf4ba8f,2024-02-23T20:30:00,user_029,"Создай скрипт для автоматического парсинга новостных сайтов 

Контекст: Работаю над проектом в сфере IT, команда из 10 человек. Срочность: средняя. Дополнительные требования: стиль — деловой, объём — кратко.

Создай скрипт для автоматического парсинга новостных сайтов Создай скрипт для автоматического парсинга новостных сайтов Создай скрипт для автоматического парсинга новостных сайтов Создай скрипт для автоматического парсинга новостных сайтов Создай скрипт для автоматического парсинга новостных сайтов",Написание кода,Автоматизация рутины,71792,6.47,5
7ab6e463,2024-02-24T05:34:00,user_037,"Напиши follow-up письмо после деловой встречи 

Контекст: Работаю над проектом в сфере IT, команда из 10 человек. Срочность: средняя. Дополнительные требования: стиль — деловой, объём — подробно.

Напиши follow-up письмо после деловой встречи Напиши follow-up письмо после деловой встречи Напиши follow-up письмо после деловой встречи",Работа с клиентами,Продажи и переговоры,75523,30.02,5
136ba3ed,2024-02-24T06:00:00,user_033,"Составь сопроводительное письмо к коммерческому предложению 

Контекст: Работаю над проектом в сфере IT, команда из 10 человек. Срочность: средняя. Дополнительные требования: стиль — деловой, объём — кратко.

Составь сопроводительное письмо к коммерческому предложению Составь сопроводительное письмо к коммерческому предложению Составь сопроводительное письмо к коммерческому предложению Составь сопроводительное письмо к коммерческому предложению Составь сопроводительное письмо к коммерческому предложению",Генерация текста,Написание деловых писем,111404,27.43,1
37a2a112,2024-02-25T09:22:00,user_007,"Напиши краткий отчёт о проделанной работе за неделю 

Контекст: Работаю над проектом в сфере IT, команда из 10 человек. Срочность: средняя. Дополнительные требования: стиль — деловой, объём — подробно.

Напиши краткий отчёт о проделанной работе за неделю Напиши краткий отчёт о проделанной работе за неделю Напиши краткий отчёт о проделанной работе за неделю Напиши краткий отчёт о проделанной работе за неделю Напиши краткий отчёт о проделанной работе за неделю Напиши краткий отчёт о проделанной работе за неделю",Генерация текста,Генерация отчётов и резюме,65037,34.09,5
8d00e0e9,2024-02-25T23:26:00,user_049,"Рефакторинг: разбей этот файл на модули 

Контекст: Работаю над проектом в сфере IT, команда из 10 человек. Срочность: средняя. Дополнительные требования: стиль — деловой, объём — подробно.

Рефакторинг: разбей этот файл на модули Рефакторинг: разбей этот файл на модули Рефакторинг: разбей этот файл на модули Рефакторинг: разбей этот файл на модули Рефакторинг: разбей этот файл на модули Рефакторинг: разбей этот файл на модули",Написание кода,Анализ и оптимизация кода,104435,24.55,1
727ab5c5,2024-02-26T07:04:00,user_016,"Напиши итоговый отчёт по результатам проекта 

Контекст: Работаю над проектом в сфере IT, команда из 10 человек. Срочность: средняя. Дополнительные требования: стиль — деловой, объём — подробно.

Напиши итоговый отчёт по результатам проекта Напиши итоговый отчёт по результатам проекта Напиши итоговый отчёт по результатам проекта Напиши итоговый отчёт по результатам проекта Напиши итоговый отчёт по результатам проекта",Генерация текста,Генерация отчётов и резюме,112079,39.27,5
b552f7db,2024-02-26T16:28:00,user_017,"Проведи когортный анализ пользователей нашего сервиса 

Контекст: Работаю над проектом в сфере IT, команда из 10 человек. Срочность: средняя. Дополнительные требования: стиль — деловой, объём — подробно.

Проведи когортный анализ пользователей нашего сервиса Проведи когортный анализ пользователей нашего сервиса Проведи когортный анализ пользователей нашего сервиса",Анализ данных,Сбор аналитики,74928,5.74,5
9c4d7a57,2024-02-26T21:32:00,user_050,"Создай задачу в Jira для исправления бага в платёжной системе 

Контекст: Работаю над проектом в сфере IT, команда из 10 человек. Срочность: высокая. Дополнительные требования: стиль — деловой, объём — кратко.

Создай задачу в Jira для исправления бага в платёжной системе Создай задачу в Jira для исправления бага в платёжной системе Создай задачу в Jira для исправления бага в платёжной системе Создай задачу в Jira для исправления бага в платёжной системе Создай задачу в Jira для исправления бага в платёжной системе Создай задачу в Jira для исправления бага в платёжной системе Создай задачу в Jira для исправления бага в платёжной системе Создай задачу в Jira для исправления бага в платёжной системе",Работа с документами,Работа с Jira/Confluence,55644,35.72,4
51d19588,2024-02-27T06:05:00,user_048,"Составь описание продукта для маркетплейса 

Контекст: Работаю над проектом в сфере IT, команда из 10 человек. Срочность: средняя. Дополнительные требования: стиль — деловой, объём — подробно.

Составь описание продукта для маркетплейса Составь описание продукта для маркетплейса Составь описание продукта для маркетплейса Составь описание продукта для маркетплейса Составь описание продукта для маркетплейса Составь описание продукта для маркетплейса Составь описание продукта для маркетплейса",Генерация текста,Создание маркетинговых текстов,93875,18.03,1
aab82165,2024-02-27T07:04:00,user_032,"Напиши письмо руководителю с запросом на выделение бюджета 

Контекст: Работаю над проектом в сфере IT, команда из 10 человек. Срочность: средняя. Дополнительные требования: стиль — деловой, объём — кратко.

Напиши письмо руководителю с запросом на выделение бюджета Напиши письмо руководителю с запросом на выделение бюджета Напиши письмо руководителю с запросом на выделение бюджета",Генерация текста,Написание деловых писем,53922,43.19,4
a5b097d0,2024-02-27T17:39:00,user_040,"Перепиши этот код с использованием паттерна Repository 

Контекст: Работаю над проектом в сфере IT, команда из 10 человек. Срочность: средняя. Дополнительные требования: стиль — деловой, объём — кратко.

Перепиши этот код с использованием паттерна Repository Перепиши этот код с использованием паттерна Repository Перепиши этот код с использованием паттерна Repository Перепиши этот код с использованием паттерна Repository Перепиши этот код с использованием паттерна Repository",Написание кода,Анализ и оптимизация кода,54615,25.74,3
87fbfd06,2024-02-28T12:08:00,user_034,"Создай презентацию на основе отчёта аналитиков 

Контекст: Работаю над проектом в сфере IT, команда из 10 человек. Срочность: высокая. Дополнительные требования: стиль — деловой, объём — подробно.

Создай презентацию на основе отчёта аналитиков Создай презентацию на основе отчёта аналитиков Создай презентацию на основе отчёта аналитиков Создай презентацию на основе отчёта аналитиков Создай презентацию на основе отчёта аналитиков Создай презентацию на основе отчёта аналитиков Создай презентацию на основе отчёта аналитиков",Работа с документами,Обработка документов,97538,23.85,2
80bf3559,2024-02-28T13:01:00,user_023,"Обнови страницу Confluence с документацией API 

Контекст: Работаю над проектом в сфере IT, команда из 10 человек. Срочность: средняя. Дополнительные требования: стиль — деловой, объём — кратко.

Обнови страницу Confluence с документацией API Обнови страницу Confluence с документацией API Обнови страницу Confluence с документацией API",Работа с документами,Работа с Jira/Confluence,68268,6.9,3
c61d74b8,2024-02-28T22:04:00,user_028,"Что такое Docker и зачем он нужен? 

Контекст: Работаю над проектом в сфере IT, команда из 10 человек. Срочность: средняя. Дополнительные требования: стиль — деловой, объём — подробно.

Что такое Docker и зачем он нужен? Что такое Docker и зачем он нужен? Что такое Docker и зачем он нужен? Что такое Docker и зачем он нужен? Что такое Docker и зачем он нужен? Что такое Docker и зачем он нужен?",Обучение и онбординг,Технические вопросы,83343,34.81,5
